"TIME","SEX","AGE","GEO","UNIT","ICD10","Value","Flag and Footnotes"
"2017","Females","65 years or over","Serbia","Rate","Dementia","83.54",""
"2017","Females","65 years or over","Turkey","Rate","Dementia","4.27","d"
"2018","Total","Total","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Total","Total","Belgium","Rate","Dementia","39.53","p"
"2018","Total","Total","Bulgaria","Rate","Dementia","0.54","p"
"2018","Total","Total","Czechia","Rate","Dementia","18.16","p"
"2018","Total","Total","Denmark","Rate","Dementia","63.54","p"
"2018","Total","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","54.29","p"
"2018","Total","Total","Estonia","Rate","Dementia","6.02","p"
"2018","Total","Total","Ireland","Rate","Dementia","61.46","p"
"2018","Total","Total","Greece","Rate","Dementia","12.54","p"
"2018","Total","Total","Spain","Rate","Dementia","39.37","p"
"2018","Total","Total","France","Rate","Dementia",":",""
"2018","Total","Total","Croatia","Rate","Dementia","18.9","p"
"2018","Total","Total","Italy","Rate","Dementia","28.07","p"
"2018","Total","Total","Cyprus","Rate","Dementia","45.55","p"
"2018","Total","Total","Latvia","Rate","Dementia","25.44","p"
"2018","Total","Total","Lithuania","Rate","Dementia","8.67","p"
"2018","Total","Total","Luxembourg","Rate","Dementia","53.25","p"
"2018","Total","Total","Hungary","Rate","Dementia","40.36","p"
"2018","Total","Total","Malta","Rate","Dementia","70.64","p"
"2018","Total","Total","Netherlands","Rate","Dementia","81.27","p"
"2018","Total","Total","Austria","Rate","Dementia","30.62","p"
"2018","Total","Total","Poland","Rate","Dementia","1.86","p"
"2018","Total","Total","Portugal","Rate","Dementia","40.99","p"
"2018","Total","Total","Romania","Rate","Dementia","0.02","p"
"2018","Total","Total","Slovenia","Rate","Dementia","0.28","p"
"2018","Total","Total","Slovakia","Rate","Dementia","18.06","p"
"2018","Total","Total","Finland","Rate","Dementia","39.45","p"
"2018","Total","Total","Sweden","Rate","Dementia","61.9","p"
"2018","Total","Total","Iceland","Rate","Dementia","34.26","p"
"2018","Total","Total","Liechtenstein","Rate","Dementia","11.46","p"
"2018","Total","Total","Norway","Rate","Dementia","63.58","p"
"2018","Total","Total","Switzerland","Rate","Dementia","57.74","p"
"2018","Total","Total","United Kingdom","Rate","Dementia","86.3","p"
"2018","Total","Total","Serbia","Rate","Dementia","13.71","p"
"2018","Total","Total","Turkey","Rate","Dementia","0.86","dp"
"2018","Total","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Total","Less than 65 years","Belgium","Rate","Dementia","0.27","p"
"2018","Total","Less than 65 years","Bulgaria","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Czechia","Rate","Dementia","0.18","p"
"2018","Total","Less than 65 years","Denmark","Rate","Dementia","0.57","p"
"2018","Total","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.31","p"
"2018","Total","Less than 65 years","Estonia","Rate","Dementia","0.18","p"
"2018","Total","Less than 65 years","Ireland","Rate","Dementia","0.36","p"
"2018","Total","Less than 65 years","Greece","Rate","Dementia","0.31","p"
"2018","Total","Less than 65 years","Spain","Rate","Dementia","0.26","p"
"2018","Total","Less than 65 years","France","Rate","Dementia",":",""
"2018","Total","Less than 65 years","Croatia","Rate","Dementia","0.13","p"
"2018","Total","Less than 65 years","Italy","Rate","Dementia","0.16","p"
"2018","Total","Less than 65 years","Cyprus","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Latvia","Rate","Dementia","1.13","p"
"2018","Total","Less than 65 years","Lithuania","Rate","Dementia","0.16","p"
"2018","Total","Less than 65 years","Luxembourg","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Hungary","Rate","Dementia","0.87","p"
"2018","Total","Less than 65 years","Malta","Rate","Dementia","0.25","p"
"2018","Total","Less than 65 years","Netherlands","Rate","Dementia","0.42","p"
"2018","Total","Less than 65 years","Austria","Rate","Dementia","0.12","p"
"2018","Total","Less than 65 years","Poland","Rate","Dementia","0.05","p"
"2018","Total","Less than 65 years","Portugal","Rate","Dementia","0.45","p"
"2018","Total","Less than 65 years","Romania","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Slovenia","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Slovakia","Rate","Dementia","0.14","p"
"2018","Total","Less than 65 years","Finland","Rate","Dementia","0.08","p"
"2018","Total","Less than 65 years","Sweden","Rate","Dementia","0.15","p"
"2018","Total","Less than 65 years","Iceland","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Liechtenstein","Rate","Dementia","0","p"
"2018","Total","Less than 65 years","Norway","Rate","Dementia","0.27","p"
"2018","Total","Less than 65 years","Switzerland","Rate","Dementia","0.26","p"
"2018","Total","Less than 65 years","United Kingdom","Rate","Dementia","0.39","p"
"2018","Total","Less than 65 years","Serbia","Rate","Dementia","0.12","p"
"2018","Total","Less than 65 years","Turkey","Rate","Dementia","0.01","p"
"2018","Total","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Total","65 years or over","Belgium","Rate","Dementia","201.59","p"
"2018","Total","65 years or over","Bulgaria","Rate","Dementia","2.78","p"
"2018","Total","65 years or over","Czechia","Rate","Dementia","92.39","p"
"2018","Total","65 years or over","Denmark","Rate","Dementia","323.51","p"
"2018","Total","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","277.14","p"
"2018","Total","65 years or over","Estonia","Rate","Dementia","30.12","p"
"2018","Total","65 years or over","Ireland","Rate","Dementia","313.72","p"
"2018","Total","65 years or over","Greece","Rate","Dementia","63.01","p"
"2018","Total","65 years or over","Spain","Rate","Dementia","200.79","p"
"2018","Total","65 years or over","France","Rate","Dementia",":",""
"2018","Total","65 years or over","Croatia","Rate","Dementia","96.37","p"
"2018","Total","65 years or over","Italy","Rate","Dementia","143.28","p"
"2018","Total","65 years or over","Cyprus","Rate","Dementia","233.59","p"
"2018","Total","65 years or over","Latvia","Rate","Dementia","125.77","p"
"2018","Total","65 years or over","Lithuania","Rate","Dementia","43.79","p"
"2018","Total","65 years or over","Luxembourg","Rate","Dementia","273.1","p"
"2018","Total","65 years or over","Hungary","Rate","Dementia","203.38","p"
"2018","Total","65 years or over","Malta","Rate","Dementia","361.25","p"
"2018","Total","65 years or over","Netherlands","Rate","Dementia","415.03","p"
"2018","Total","65 years or over","Austria","Rate","Dementia","156.53","p"
"2018","Total","65 years or over","Poland","Rate","Dementia","9.35","p"
"2018","Total","65 years or over","Portugal","Rate","Dementia","208.33","p"
"2018","Total","65 years or over","Romania","Rate","Dementia","0.12","p"
"2018","Total","65 years or over","Slovenia","Rate","Dementia","1.45","p"
"2018","Total","65 years or over","Slovakia","Rate","Dementia","92.01","p"
"2018","Total","65 years or over","Finland","Rate","Dementia","201.97","p"
"2018","Total","65 years or over","Sweden","Rate","Dementia","316.82","p"
"2018","Total","65 years or over","Iceland","Rate","Dementia","175.7","p"
"2018","Total","65 years or over","Liechtenstein","Rate","Dementia","58.74","p"
"2018","Total","65 years or over","Norway","Rate","Dementia","324.92","p"
"2018","Total","65 years or over","Switzerland","Rate","Dementia","295.01","p"
"2018","Total","65 years or over","United Kingdom","Rate","Dementia","440.93","p"
"2018","Total","65 years or over","Serbia","Rate","Dementia","69.81","p"
"2018","Total","65 years or over","Turkey","Rate","Dementia","4.35","dp"
"2018","Males","Total","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Males","Total","Belgium","Rate","Dementia","37.97","p"
"2018","Males","Total","Bulgaria","Rate","Dementia","0.5","p"
"2018","Males","Total","Czechia","Rate","Dementia","19.24","p"
"2018","Males","Total","Denmark","Rate","Dementia","59.99","p"
"2018","Males","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","50.08","p"
"2018","Males","Total","Estonia","Rate","Dementia","7.36","p"
"2018","Males","Total","Ireland","Rate","Dementia","60.76","p"
"2018","Males","Total","Greece","Rate","Dementia","11.17","p"
"2018","Males","Total","Spain","Rate","Dementia","37.51","p"
"2018","Males","Total","France","Rate","Dementia",":",""
"2018","Males","Total","Croatia","Rate","Dementia","16.72","p"
"2018","Males","Total","Italy","Rate","Dementia","26.19","p"
"2018","Males","Total","Cyprus","Rate","Dementia","40.49","p"
"2018","Males","Total","Latvia","Rate","Dementia","29.34","p"
"2018","Males","Total","Lithuania","Rate","Dementia","7.13","p"
"2018","Males","Total","Luxembourg","Rate","Dementia","62.8","p"
"2018","Males","Total","Hungary","Rate","Dementia","39.76","p"
"2018","Males","Total","Malta","Rate","Dementia","68.96","p"
"2018","Males","Total","Netherlands","Rate","Dementia","74.74","p"
"2018","Males","Total","Austria","Rate","Dementia","27.86","p"
"2018","Males","Total","Poland","Rate","Dementia","1.83","p"
"2018","Males","Total","Portugal","Rate","Dementia","42.51","p"
"2018","Males","Total","Romania","Rate","Dementia","0.03","p"
"2018","Males","Total","Slovenia","Rate","Dementia","0.14","p"
"2018","Males","Total","Slovakia","Rate","Dementia","19.77","p"
"2018","Males","Total","Finland","Rate","Dementia","41.58","p"
"2018","Males","Total","Sweden","Rate","Dementia","57.64","p"
"2018","Males","Total","Iceland","Rate","Dementia","36.62","p"
"2018","Males","Total","Liechtenstein","Rate","Dementia","0","p"
"2018","Males","Total","Norway","Rate","Dementia","55.05","p"
"2018","Males","Total","Switzerland","Rate","Dementia","50.72","p"
"2018","Males","Total","United Kingdom","Rate","Dementia","79.67","p"
"2018","Males","Total","Serbia","Rate","Dementia","11.13","p"
"2018","Males","Total","Turkey","Rate","Dementia","0.93","dp"
"2018","Males","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Males","Less than 65 years","Belgium","Rate","Dementia","0.3","p"
"2018","Males","Less than 65 years","Bulgaria","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Czechia","Rate","Dementia","0.28","p"
"2018","Males","Less than 65 years","Denmark","Rate","Dementia","0.53","p"
"2018","Males","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.36","p"
"2018","Males","Less than 65 years","Estonia","Rate","Dementia","0.39","p"
"2018","Males","Less than 65 years","Ireland","Rate","Dementia","0.3","p"
"2018","Males","Less than 65 years","Greece","Rate","Dementia","0.45","p"
"2018","Males","Less than 65 years","Spain","Rate","Dementia","0.31","p"
"2018","Males","Less than 65 years","France","Rate","Dementia",":",""
"2018","Males","Less than 65 years","Croatia","Rate","Dementia","0.17","p"
"2018","Males","Less than 65 years","Italy","Rate","Dementia","0.19","p"
"2018","Males","Less than 65 years","Cyprus","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Latvia","Rate","Dementia","0.8","p"
"2018","Males","Less than 65 years","Lithuania","Rate","Dementia","0.27","p"
"2018","Males","Less than 65 years","Luxembourg","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Hungary","Rate","Dementia","1.21","p"
"2018","Males","Less than 65 years","Malta","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Netherlands","Rate","Dementia","0.37","p"
"2018","Males","Less than 65 years","Austria","Rate","Dementia","0.17","p"
"2018","Males","Less than 65 years","Poland","Rate","Dementia","0.06","p"
"2018","Males","Less than 65 years","Portugal","Rate","Dementia","0.6","p"
"2018","Males","Less than 65 years","Romania","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Slovenia","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Slovakia","Rate","Dementia","0.17","p"
"2018","Males","Less than 65 years","Finland","Rate","Dementia","0.17","p"
"2018","Males","Less than 65 years","Sweden","Rate","Dementia","0.19","p"
"2018","Males","Less than 65 years","Iceland","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Liechtenstein","Rate","Dementia","0","p"
"2018","Males","Less than 65 years","Norway","Rate","Dementia","0.25","p"
"2018","Males","Less than 65 years","Switzerland","Rate","Dementia","0.41","p"
"2018","Males","Less than 65 years","United Kingdom","Rate","Dementia","0.41","p"
"2018","Males","Less than 65 years","Serbia","Rate","Dementia","0.13","p"
"2018","Males","Less than 65 years","Turkey","Rate","Dementia","0.01","p"
"2018","Males","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Males","65 years or over","Belgium","Rate","Dementia","193.48","p"
"2018","Males","65 years or over","Bulgaria","Rate","Dementia","2.57","p"
"2018","Males","65 years or over","Czechia","Rate","Dementia","97.5","p"
"2018","Males","65 years or over","Denmark","Rate","Dementia","305.44","p"
"2018","Males","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","255.33","p"
"2018","Males","65 years or over","Estonia","Rate","Dementia","36.11","p"
"2018","Males","65 years or over","Ireland","Rate","Dementia","310.32","p"
"2018","Males","65 years or over","Greece","Rate","Dementia","55.42","p"
"2018","Males","65 years or over","Spain","Rate","Dementia","191.05","p"
"2018","Males","65 years or over","France","Rate","Dementia",":",""
"2018","Males","65 years or over","Croatia","Rate","Dementia","85.06","p"
"2018","Males","65 years or over","Italy","Rate","Dementia","133.5","p"
"2018","Males","65 years or over","Cyprus","Rate","Dementia","207.66","p"
"2018","Males","65 years or over","Latvia","Rate","Dementia","147.16","p"
"2018","Males","65 years or over","Lithuania","Rate","Dementia","35.45","p"
"2018","Males","65 years or over","Luxembourg","Rate","Dementia","322.03","p"
"2018","Males","65 years or over","Hungary","Rate","Dementia","198.92","p"
"2018","Males","65 years or over","Malta","Rate","Dementia","353.66","p"
"2018","Males","65 years or over","Netherlands","Rate","Dementia","381.74","p"
"2018","Males","65 years or over","Austria","Rate","Dementia","142.19","p"
"2018","Males","65 years or over","Poland","Rate","Dementia","9.16","p"
"2018","Males","65 years or over","Portugal","Rate","Dementia","215.54","p"
"2018","Males","65 years or over","Romania","Rate","Dementia","0.14","p"
"2018","Males","65 years or over","Slovenia","Rate","Dementia","0.74","p"
"2018","Males","65 years or over","Slovakia","Rate","Dementia","100.66","p"
"2018","Males","65 years or over","Finland","Rate","Dementia","212.53","p"
"2018","Males","65 years or over","Sweden","Rate","Dementia","294.84","p"
"2018","Males","65 years or over","Iceland","Rate","Dementia","187.78","p"
"2018","Males","65 years or over","Liechtenstein","Rate","Dementia","0","p"
"2018","Males","65 years or over","Norway","Rate","Dementia","281.31","p"
"2018","Males","65 years or over","Switzerland","Rate","Dementia","258.43","p"
"2018","Males","65 years or over","United Kingdom","Rate","Dementia","406.86","p"
"2018","Males","65 years or over","Serbia","Rate","Dementia","56.55","p"
"2018","Males","65 years or over","Turkey","Rate","Dementia","4.74","dp"
"2018","Females","Total","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Females","Total","Belgium","Rate","Dementia","40.01","p"
"2018","Females","Total","Bulgaria","Rate","Dementia","0.56","p"
"2018","Females","Total","Czechia","Rate","Dementia","17.34","p"
"2018","Females","Total","Denmark","Rate","Dementia","65.08","p"
"2018","Females","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","55.36","p"
"2018","Females","Total","Estonia","Rate","Dementia","5.43","p"
"2018","Females","Total","Ireland","Rate","Dementia","61.6","p"
"2018","Females","Total","Greece","Rate","Dementia","13.48","p"
"2018","Females","Total","Spain","Rate","Dementia","39.61","p"
"2018","Females","Total","France","Rate","Dementia",":",""
"2018","Females","Total","Croatia","Rate","Dementia","20.02","p"
"2018","Females","Total","Italy","Rate","Dementia","28.63","p"
"2018","Females","Total","Cyprus","Rate","Dementia","48.57","p"
"2018","Females","Total","Latvia","Rate","Dementia","24.22","p"
"2018","Females","Total","Lithuania","Rate","Dementia","8.98","p"
"2018","Females","Total","Luxembourg","Rate","Dementia","46.77","p"
"2018","Females","Total","Hungary","Rate","Dementia","40","p"
"2018","Females","Total","Malta","Rate","Dementia","69.86","p"
"2018","Females","Total","Netherlands","Rate","Dementia","83.83","p"
"2018","Females","Total","Austria","Rate","Dementia","31.33","p"
"2018","Females","Total","Poland","Rate","Dementia","1.82","p"
"2018","Females","Total","Portugal","Rate","Dementia","39.87","p"
"2018","Females","Total","Romania","Rate","Dementia","0.02","p"
"2018","Females","Total","Slovenia","Rate","Dementia","0.4","p"
"2018","Females","Total","Slovakia","Rate","Dementia","17.07","p"
"2018","Females","Total","Finland","Rate","Dementia","37.54","p"
"2018","Females","Total","Sweden","Rate","Dementia","62.85","p"
"2018","Females","Total","Iceland","Rate","Dementia","32.7","p"
"2018","Females","Total","Liechtenstein","Rate","Dementia","17.03","p"
"2018","Females","Total","Norway","Rate","Dementia","67.34","p"
"2018","Females","Total","Switzerland","Rate","Dementia","61.03","p"
"2018","Females","Total","United Kingdom","Rate","Dementia","89.13","p"
"2018","Females","Total","Serbia","Rate","Dementia","15.23","p"
"2018","Females","Total","Turkey","Rate","Dementia","0.82","dp"
"2018","Females","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Females","Less than 65 years","Belgium","Rate","Dementia","0.25","p"
"2018","Females","Less than 65 years","Bulgaria","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Czechia","Rate","Dementia","0.09","p"
"2018","Females","Less than 65 years","Denmark","Rate","Dementia","0.61","p"
"2018","Females","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.27","p"
"2018","Females","Less than 65 years","Estonia","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Ireland","Rate","Dementia","0.41","p"
"2018","Females","Less than 65 years","Greece","Rate","Dementia","0.19","p"
"2018","Females","Less than 65 years","Spain","Rate","Dementia","0.22","p"
"2018","Females","Less than 65 years","France","Rate","Dementia",":",""
"2018","Females","Less than 65 years","Croatia","Rate","Dementia","0.1","p"
"2018","Females","Less than 65 years","Italy","Rate","Dementia","0.13","p"
"2018","Females","Less than 65 years","Cyprus","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Latvia","Rate","Dementia","1.36","p"
"2018","Females","Less than 65 years","Lithuania","Rate","Dementia","0.07","p"
"2018","Females","Less than 65 years","Luxembourg","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Hungary","Rate","Dementia","0.57","p"
"2018","Females","Less than 65 years","Malta","Rate","Dementia","0.49","p"
"2018","Females","Less than 65 years","Netherlands","Rate","Dementia","0.48","p"
"2018","Females","Less than 65 years","Austria","Rate","Dementia","0.08","p"
"2018","Females","Less than 65 years","Poland","Rate","Dementia","0.04","p"
"2018","Females","Less than 65 years","Portugal","Rate","Dementia","0.32","p"
"2018","Females","Less than 65 years","Romania","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Slovenia","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Slovakia","Rate","Dementia","0.12","p"
"2018","Females","Less than 65 years","Finland","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Sweden","Rate","Dementia","0.11","p"
"2018","Females","Less than 65 years","Iceland","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Liechtenstein","Rate","Dementia","0","p"
"2018","Females","Less than 65 years","Norway","Rate","Dementia","0.3","p"
"2018","Females","Less than 65 years","Switzerland","Rate","Dementia","0.11","p"
"2018","Females","Less than 65 years","United Kingdom","Rate","Dementia","0.38","p"
"2018","Females","Less than 65 years","Serbia","Rate","Dementia","0.11","p"
"2018","Females","Less than 65 years","Turkey","Rate","Dementia","0.01","p"
"2018","Females","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2018","Females","65 years or over","Belgium","Rate","Dementia","204.16","p"
"2018","Females","65 years or over","Bulgaria","Rate","Dementia","2.87","p"
"2018","Females","65 years or over","Czechia","Rate","Dementia","88.53","p"
"2018","Females","65 years or over","Denmark","Rate","Dementia","331.23","p"
"2018","Females","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","282.81","p"
"2018","Females","65 years or over","Estonia","Rate","Dementia","27.84","p"
"2018","Females","65 years or over","Ireland","Rate","Dementia","314.21","p"
"2018","Females","65 years or over","Greece","Rate","Dementia","68.34","p"
"2018","Females","65 years or over","Spain","Rate","Dementia","202.2","p"
"2018","Females","65 years or over","France","Rate","Dementia",":",""
"2018","Females","65 years or over","Croatia","Rate","Dementia","102.26","p"
"2018","Females","65 years or over","Italy","Rate","Dementia","146.27","p"
"2018","Females","65 years or over","Cyprus","Rate","Dementia","249.06","p"
"2018","Females","65 years or over","Latvia","Rate","Dementia","118.56","p"
"2018","Females","65 years or over","Lithuania","Rate","Dementia","45.75","p"
"2018","Females","65 years or over","Luxembourg","Rate","Dementia","239.83","p"
"2018","Females","65 years or over","Hungary","Rate","Dementia","202.75","p"
"2018","Females","65 years or over","Malta","Rate","Dementia","356.21","p"
"2018","Females","65 years or over","Netherlands","Rate","Dementia","427.92","p"
"2018","Females","65 years or over","Austria","Rate","Dementia","160.34","p"
"2018","Females","65 years or over","Poland","Rate","Dementia","9.16","p"
"2018","Females","65 years or over","Portugal","Rate","Dementia","203.15","p"
"2018","Females","65 years or over","Romania","Rate","Dementia","0.11","p"
"2018","Females","65 years or over","Slovenia","Rate","Dementia","2.06","p"
"2018","Females","65 years or over","Slovakia","Rate","Dementia","87.08","p"
"2018","Females","65 years or over","Finland","Rate","Dementia","192.51","p"
"2018","Females","65 years or over","Sweden","Rate","Dementia","321.87","p"
"2018","Females","65 years or over","Iceland","Rate","Dementia","167.67","p"
"2018","Females","65 years or over","Liechtenstein","Rate","Dementia","87.35","p"
"2018","Females","65 years or over","Norway","Rate","Dementia","344.06","p"
"2018","Females","65 years or over","Switzerland","Rate","Dementia","312.52","p"
"2018","Females","65 years or over","United Kingdom","Rate","Dementia","455.51","p"
"2018","Females","65 years or over","Serbia","Rate","Dementia","77.62","p"
"2018","Females","65 years or over","Turkey","Rate","Dementia","4.15","dp"
"2019","Total","Total","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2019","Total","Total","Belgium","Rate","Dementia","40.69","p"
"2019","Total","Total","Bulgaria","Rate","Dementia","0.47","p"
"2019","Total","Total","Czechia","Rate","Dementia","19.05","p"
"2019","Total","Total","Denmark","Rate","Dementia","58.39","p"
"2019","Total","Total","Germany (until 1990 former territory of the FRG)","Rate","Dementia","52.94","p"
"2019","Total","Total","Estonia","Rate","Dementia","8.62","p"
"2019","Total","Total","Ireland","Rate","Dementia","58.59","p"
"2019","Total","Total","Greece","Rate","Dementia","13.69","p"
"2019","Total","Total","Spain","Rate","Dementia","39.11","p"
"2019","Total","Total","France","Rate","Dementia",":",""
"2019","Total","Total","Croatia","Rate","Dementia","17.16","p"
"2019","Total","Total","Italy","Rate","Dementia","29.2","p"
"2019","Total","Total","Cyprus","Rate","Dementia","43.63","p"
"2019","Total","Total","Latvia","Rate","Dementia","24.48","p"
"2019","Total","Total","Lithuania","Rate","Dementia","9.11","p"
"2019","Total","Total","Luxembourg","Rate","Dementia","47.41","p"
"2019","Total","Total","Hungary","Rate","Dementia","45.09","p"
"2019","Total","Total","Malta","Rate","Dementia","59.29","p"
"2019","Total","Total","Netherlands","Rate","Dementia","77.37","p"
"2019","Total","Total","Austria","Rate","Dementia","29.94","p"
"2019","Total","Total","Poland","Rate","Dementia","1.26","p"
"2019","Total","Total","Portugal","Rate","Dementia","46.25","p"
"2019","Total","Total","Romania","Rate","Dementia","0.03","p"
"2019","Total","Total","Slovenia","Rate","Dementia","0.29","p"
"2019","Total","Total","Slovakia","Rate","Dementia","15.9","p"
"2019","Total","Total","Finland","Rate","Dementia","37.42","p"
"2019","Total","Total","Sweden","Rate","Dementia","57.9","p"
"2019","Total","Total","Iceland","Rate","Dementia","36.85","p"
"2019","Total","Total","Liechtenstein","Rate","Dementia","2.78","p"
"2019","Total","Total","Norway","Rate","Dementia","62.24","p"
"2019","Total","Total","Switzerland","Rate","Dementia","58.45","p"
"2019","Total","Total","United Kingdom","Rate","Dementia",":",""
"2019","Total","Total","Serbia","Rate","Dementia","13.19","p"
"2019","Total","Total","Turkey","Rate","Dementia","0.31","dp"
"2019","Total","Less than 65 years","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2019","Total","Less than 65 years","Belgium","Rate","Dementia","0.39","p"
"2019","Total","Less than 65 years","Bulgaria","Rate","Dementia","0.02","p"
"2019","Total","Less than 65 years","Czechia","Rate","Dementia","0.23","p"
"2019","Total","Less than 65 years","Denmark","Rate","Dementia","0.5","p"
"2019","Total","Less than 65 years","Germany (until 1990 former territory of the FRG)","Rate","Dementia","0.27","p"
"2019","Total","Less than 65 years","Estonia","Rate","Dementia","0.18","p"
"2019","Total","Less than 65 years","Ireland","Rate","Dementia","0.29","p"
"2019","Total","Less than 65 years","Greece","Rate","Dementia","0.25","p"
"2019","Total","Less than 65 years","Spain","Rate","Dementia","0.23","p"
"2019","Total","Less than 65 years","France","Rate","Dementia",":",""
"2019","Total","Less than 65 years","Croatia","Rate","Dementia","0.03","p"
"2019","Total","Less than 65 years","Italy","Rate","Dementia","0.21","p"
"2019","Total","Less than 65 years","Cyprus","Rate","Dementia","0","p"
"2019","Total","Less than 65 years","Latvia","Rate","Dementia","0.88","p"
"2019","Total","Less than 65 years","Lithuania","Rate","Dementia","0.24","p"
"2019","Total","Less than 65 years","Luxembourg","Rate","Dementia","0","p"
"2019","Total","Less than 65 years","Hungary","Rate","Dementia","0.75","p"
"2019","Total","Less than 65 years","Malta","Rate","Dementia","0.24","p"
"2019","Total","Less than 65 years","Netherlands","Rate","Dementia","0.34","p"
"2019","Total","Less than 65 years","Austria","Rate","Dementia","0.11","p"
"2019","Total","Less than 65 years","Poland","Rate","Dementia","0.03","p"
"2019","Total","Less than 65 years","Portugal","Rate","Dementia","0.35","p"
"2019","Total","Less than 65 years","Romania","Rate","Dementia","0","p"
"2019","Total","Less than 65 years","Slovenia","Rate","Dementia","0","p"
"2019","Total","Less than 65 years","Slovakia","Rate","Dementia","0.12","p"
"2019","Total","Less than 65 years","Finland","Rate","Dementia","0.15","p"
"2019","Total","Less than 65 years","Sweden","Rate","Dementia","0.29","p"
"2019","Total","Less than 65 years","Iceland","Rate","Dementia","0.37","p"
"2019","Total","Less than 65 years","Liechtenstein","Rate","Dementia","0","p"
"2019","Total","Less than 65 years","Norway","Rate","Dementia","0.2","p"
"2019","Total","Less than 65 years","Switzerland","Rate","Dementia","0.14","p"
"2019","Total","Less than 65 years","United Kingdom","Rate","Dementia",":",""
"2019","Total","Less than 65 years","Serbia","Rate","Dementia","0.19","p"
"2019","Total","Less than 65 years","Turkey","Rate","Dementia","0.01","p"
"2019","Total","65 years or over","European Union - 28 countries (2013-2020)","Rate","Dementia",":",""
"2019","Total","65 years or over","Belgium","Rate","Dementia","207.02","p"
"2019","Total","65 years or over","Bulgaria","Rate","Dementia","2.35","p"
"2019","Total","65 years or over","Czechia","Rate","Dementia","96.75","p"
"2019","Total","65 years or over","Denmark","Rate","Dementia","297.39","p"
"2019","Total","65 years or over","Germany (until 1990 former territory of the FRG)","Rate","Dementia","270.37","p"
"2019","Total","65 years or over","Estonia","Rate","Dementia","43.45","p"
"2019","Total","65 years or over","Ireland","Rate","Dementia","299.29","p"
"2019","Total","65 years or over","Greece","Rate","Dementia","69.14","p"
"2019","Total","65 years or over","Spain","Rate","Dementia","199.61","p"
"2019","Total","65 years or over","France","Rate","Dementia",":",""
"2019","Total","65 years or over","Croatia","Rate","Dementia","87.88","p"
"2019","Total","65 years or over","Italy","Rate","Dementia","148.88","p"
"2019","Total","65 years or over","Cyprus","Rate","Dementia","223.73","p"
"2019","Total","65 years or over","Latvia","Rate","Dementia","121.89","p"
"2019","Total","65 years or over","Lithuania","Rate","Dementia","45.72","p"
"2019","Total","65 years or over","Luxembourg","Rate","Dementia","243.15","p"
"2019","Total","65 years or over","Hungary","Rate","Dementia","228.1","p"
"2019","Total","65 years or over","Malta","Rate","Dementia","303.06","p"
"2019","Total","65 years or over","Netherlands","Rate","Dementia","395.37","p"
"2019","Total","65 years or over","Austria","Rate","Dementia","153.09","p"
